"","block","lot","cd","schooldist","council","zipcode","firecomp","policeprct","healtharea","sanitboro","sanitsub","zonedist1","spdist1","ltdheight","landuse","ownertype","lotarea","bldgarea","resarea","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","assessland","assesstot","yearbuilt","borocode","xcoord","ycoord","edesignum","sanitdistrict","healthcenterdistrict","pfirm15_flag","last_modif"
"901",702,180,"04",2,3,NA,"E034",10,5500,1,"2B","C6-4","1","0","11","",2523,0,7664,0,0,0,0,0,0,0,0,"0","0","N","0",10,10,1920,1,983463,213975,"0","4","15","1",0
"984",4591,161,"17",17,41,NA,"L174",67,5510,3,"1A","C8-2","0","0","11","",42,0,2064,0,0,0,0,0.52,100,0,0,"0","0","N","5",187,187,1920,3,1003370,180343,"0","17","35","0",0
"1055",5460,147,"03",31,51,NA,"L082",122,920,5,"2D","R3-1","1","0","11","",1060,0,1500,0,0,0,0,13,81.5,0,0,"0","0","N","5",819,819,1920,5,940736,139304,"0","3","51","0",0
"1075",7120,39,"03",31,51,NA,"E168",123,800,5,"6D","M1-1","1","0","9","X",2500,0,1500,1,0,0,0,25,100,0,0,"0","0","N","5",52200,52200,1920,5,921667,136633,"0","3","51","0",0
"1104",3768,4,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","C",26265,0,1500,0,0,0,0,20,78,0,0,"0","0","N","5",2280,2280,1920,5,959691,149126,"0","2","51","1",0
"1109",14228,222,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","1","",4800,0,1600,2,1,0,0,60,80,0,0,"0","0","N","5",5077,5588,1920,4,1030729,178340,"0","10","45","1",0
"1111",3846,1,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","X",13200,0,1500,0,0,0,0,109,189,0,0,"0","0","Y","5",5072,5072,1920,5,960469,149085,"0","2","51","1",0
"1124",4787,31,"95",31,50,NA,"E165",122,920,1," ","R3X","1","0","11","C",16200,0,1500,0,0,0,0,80,209,0,0,"0","0","Y","5",5728,5728,1920,5,953240,140238,"0","2","51","1",0
"1127",5535,200,"10",8,13,NA,"E072",45,3210,2,"3D","R3A","0","0","11","",13,0,2001,0,0,0,0,8.62,2.93,0,0,"0","0","Y","8",10,10,1920,2,1031469,241112,"0","10","26","0",0
"1128",4787,5,"95",31,50,NA,"E165",122,920,3," ","R3X","1","0","11","C",1000,0,1500,0,0,0,0,50,20,0,0,"0","0","N","5",770,770,1920,5,953108,140068,"0","2","51","1",0
"1133",4939,41,"12",11,12,NA,"E038",47,710,2,"5E","R4","0","0","11","",2500,0,2001,0,0,0,0,25,100,0,0,"0","0","N","5",3580,3580,1920,2,1029854,262526,"0","12","24","0",0
"1134",3840,3,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",4178,4178,1920,5,961388,149601,"0","2","51","1",0
"1135",3838,20,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","X",2240,0,1500,0,0,0,0,20,112,0,0,"0","0","N","5",1147,1147,1920,5,961794,150087,"0","2","51","1",0
"1136",15482,38,"14",27,32,NA,"E266",100,3612,4,"2C","C3A","1","0","11","",3000,0,1600,0,0,0,0,16.5,162.62,0,0,"0","0","Y","5",3502,3502,1920,4,1034503,158271,"0","14","45","1",0
"1137",15480,950,"14",27,32,NA,"E266",100,3612,4,"2C","C3A","1","0","11","C",72000,0,1600,0,0,0,0,480,150,0,0,"0","0","N","5",30740,30740,1920,4,1034537,158703,"0","14","45","1",0
"1140",7812,160,"03",31,51,NA,"E151",123,800,5,"8D","R3X","1","0","10","",1274,0,1500,1,1,0,0,26,49,9,20,"0","0","N","5",996,1430,1950,5,919073,124128,"0","3","51","0",0
"1152",11672,13,"10",27,28,NA,"L126",106,3220,4,"3E","R3-2","0","0","11","",2100,0,1600,0,0,0,0,20,105,0,0,"0","0","N","5",2386,2386,1920,4,1036719,186690,"0","10","45","0",0
"1153",7287,36,"03",31,51,NA,"E168",123,800,5,"6D","M1-1","1","0","9","X",298365,0,1500,0,0,0,0,361,848,0,0,"0","0","Y","5",1849950,1849950,1920,5,920670,135372,"0","3","51","0",0
"1157",7793,182,"03",31,51,NA,"E151",123,800,5,"8D","R1-2","1","0","1","",7590,4357,3189,1,2,1,1,65,110,34,48,"0","1","Y","0",13921,32193,2014,5,919274,125877,"0","3","51","0",0
"1158",7792,250,"03",31,51,NA,"E151",123,800,5,"8D","R1-2","1","0","11","",2560,0,1500,0,0,0,0,9.5,179,0,0,"0","0","Y","5",60,60,1920,5,919579,126680,"0","3","51","0",0
"1165",5673,31,"11",26,20,NA,"L167",111,2121,4,"3C","R2A","0","0","11","",1500,0,1600,0,0,0,0,15,100,0,0,"0","0","N","5",2784,2784,1920,4,1043015,209948,"0","11","43","0",0
"1167",5678,5,"12",20,44,NA,"E247",66,6800,3,"1E","R6","0","0","11","",100,0,2064,0,0,0,0,2,50,0,0,"0","0","N","8",76,76,1920,3,986212,168986,"0","12","39","0",0
"1168",97,1,"01",31,49,NA,"E156",120,400,5,"2D","R1-2","1","0","9","C",203740,0,1500,1,0,0,0,582,501,0,0,"0","0","Y","5",1600650,1600650,1920,5,957881,170979,"0","1","51","0",0
"1171",7561,123,"03",31,51,NA,"L076",123,800,5,"8E","R3X","1","0","11","C",30,0,1500,0,0,0,0,4,5,0,0,"0","0","Y","5",81,81,1920,5,920799,128611,"0","3","51","0",0
"1174",677,80,"07",15,38,NA,"E228",72,4400,3,"2D","R6B","0","0","11","",405,0,2064,0,0,0,0,9,45,0,0,"0","0","N","8",10,10,1920,3,984004,178378,"0","7","39","0",0
"1179",2766,260,"02",8,17,NA,"E094",41,4300,2,"1A","M1-2","1","0","0","",5000,0,2001,0,0,0,0,81.71,76.29,0,0,"0","0","Y","0",53550,53550,1920,2,1016740,235690,"0","2","23","0",0
"1185",2768,12,"02",8,17,NA,"L048",41,4300,2,"1A","M1-2","1","0","10","",7500,0,2001,1,0,0,0,75,100,0,0,"0","0","N","5",62550,75600,1920,2,1014009,234577,"0","2","23","0",0
"1190",6517,52,"03",31,51,NA,"E164",123,800,5,"7C","R3X","1","0","11","",33534,0,1500,0,0,0,0,50.08,381.06,0,0,"0","0","Y","5",34368,34368,1920,5,933778,132170,"0","3","51","0",0
"1193",3825,1,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","X",3830,0,1500,0,0,0,0,81,69,0,0,"0","0","Y","5",2026,2026,1920,5,960822,149564,"0","2","51","1",0
"1200",955,210,"02",31,50,NA,"E163",122,600,5,"3C","R3-2","1","0","11","",106788,0,1500,0,0,0,0,184,536,0,0,"0","0","Y","5",241620,241620,1920,5,947640,155818,"0","2","51","0",0
"1213",5016,38,"03",31,51,NA,"E162",122,920,5,"3E","R3-2","1","0","11","",26400,0,1500,0,0,0,0,36.94,173.73,0,0,"0","0","N","5",138,138,1920,5,945974,142353,"0","3","51","0",0
"1216",5303,120,"03",31,51,NA,"E162",122,920,5,"3C","C3A","1","0","11","",4688,0,1500,0,0,0,0,118.86,34.3,0,0,"0","0","Y","5",450,450,1920,5,944425,135843,"0","3","51","1",0
"1217",5303,130,"03",31,51,NA,"E162",122,920,5,"3C","C3A","1","0","11","",5950,0,1500,0,0,0,0,82,144,0,0,"0","0","Y","5",450,450,1920,5,944420,135612,"0","3","51","1",0
"1223",6250,300,"03",31,51,NA,"E167",123,800,5,"7C","R3X","1","0","11","",16430,0,1500,0,0,0,0,271.74,61.5,0,0,"0","0","Y","4",1224,1224,1920,5,933859,134814,"0","3","51","0",0
"1224",7045,31,"03",31,51,NA,"E168",123,800,5,"6C","R3X","1","0","11","",4071,0,1500,0,0,0,0,41.37,98.4,0,0,"0","0","N","5",7129,7129,1920,5,924933,137674,"0","3","51","0",0
"1225",6562,1,"03",31,51,NA,"E164",123,800,5,"7C","R1-2","1","0","11","C",131000,0,1500,0,0,0,0,579,200,0,0,"0","0","Y","3",111240,111240,1920,5,932888,131527,"0","3","51","1",0
"1226",6552,17,"03",31,51,NA,"E164",123,800,5,"7C","R3X","1","0","11","C",1853,0,1500,1,0,0,0,21.5,88.42,0,0,"0","0","N","5",385,385,1920,5,933463,131777,"0","3","51","1",0
"1230",8007,12,"03",31,51,NA,"L076",123,800,5,"8E","R3X","1","0","11","M",75773,0,1500,0,0,0,0,532,294.09,0,0,"0","0","Y","5",6240,6240,1920,5,919932,128390,"0","3","51","1",0
"1239",12178,80,"12",28,28,NA,"E303",113,3400,4,"5C","R3A","0","0","0","",3497,0,1600,0,0,0,0,43,81.33,0,0,"0","0","Y","3",42300,42300,1920,4,1042891,190358,"0","12","44","0",0
"1243",6584,5,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",3933,0,1500,0,0,0,0,0,0,0,0,"0","0","N","0",6187,6187,1920,5,931058,132021,"0","3","51","0",0
"1248",4746,70,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",6720,0,1500,0,0,0,0,80,120,0,0,"0","0","Y","5",1789,1789,1920,5,951090,141002,"0","3","51","1",0
"1249",6209,22,"03",31,51,NA,"E167",123,800,5,"4E","R3-2","1","0","11","",10612,0,1500,0,0,0,0,103,104,0,0,"0","0","Y","5",1220,1220,1920,5,936662,136573,"0","3","51","0",0
"1250",7260,180,"13",21,48,NA,"E245",60,9110,3,"2A","R6","1","0","11","X",7200,0,2064,0,0,0,0,45,160,0,0,"0","0","Y","5",9620,9620,1920,3,993637,151071,"0","13","37","1",0
"1251",631,7,"01",31,49,NA,"E160",120,500,5,"1E","R3-2","1","0","11","",12420,0,1500,0,0,0,0,180,69,0,0,"0","0","N","5",28680,28680,1920,5,959061,161463,"0","1","51","0",0
"1266",6230,75,"03",31,51,NA,"E167",123,800,5,"7C","R3A","1","0","11","X",8000,0,1500,0,0,0,0,80,100,0,0,"0","0","N","5",1260,1260,1920,5,933953,137886,"0","3","51","1",0
"1267",6662,84,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",5846,0,1500,0,0,0,0,55,116,0,0,"0","0","N","0",12060,12060,1920,5,929704,125493,"0","3","51","0",0
"1271",8668,271,"13",26,23,NA,"E251",105,2160,4,"2C","R2A","0","0","11","",610,0,1600,0,0,0,0,18,33,0,0,"0","0","Y","5",471,471,1920,4,1064256,204537,"0","13","43","0",0
"1341",4422,37,"11",11,13,NA,"E066",49,820,2,"3E","R3X","0","0","11","",2500,0,2001,0,0,0,0,25,100,0,0,"0","0","N","5",5569,5569,1920,2,1030983,252618,"0","11","24","0",0
"1368",8235,416,"18",16,42,NA,"",45,105,3," ","","0","0","11","C",4465,0,2064,0,0,0,0,60,130,0,0,"0","0","Y","5",8550,8550,1920,3,1015179,175320,"0","4","14","1",0
"1391",6855,58,"03",31,51,NA,"L084",123,800,5,"7E","R3X","1","0","11","C",4960,0,1500,0,0,0,0,40,124,0,0,"0","0","N","5",840,840,1920,5,929003,132417,"0","3","51","0",0
"1466",5443,6,"07",25,20,NA,"E274",109,1320,4,"4D","PARK","0","0","9","C",3615,0,1600,0,0,0,0,80,40.25,0,0,"0","0","Y","5",11942,11942,1920,4,1038919,214309,"0","7","43","0",0
"1597",2617,104,"01",7,17,NA,"E073",40,4000,2,"2B","R6","0","0","11","C",70,0,2001,0,0,0,0,2,48.25,0,0,"0","0","Y","8",112,112,1920,2,1008825,237038,"0","1","23","0",0
"1604",78,324,"01",31,49,NA,"E156",120,300,5,"2D","R2","0","0","11","",1700,0,1500,0,0,0,0,15,100,0,0,"0","0","Y","5",2386,2386,1920,5,954382,173028,"0","1","51","0",0
"1606",12981,122,"13",29,31,NA,"E314",105,3531,4,"6C","R2","0","0","11","C",270,0,1600,0,0,0,0,9.75,59.67,0,0,"0","0","Y","8",290,290,1920,4,1059825,185149,"0","13","44","0",0
"1621",12519,16,"12",28,27,NA,"L133",113,3532,4,"6D","R3A","0","0","11","",2156,0,1600,0,0,0,0,28,77,0,0,"0","0","N","5",1448,1448,1920,4,1047793,187228,"0","12","44","0",0
"1677",2923,135,"06",9,15,NA,"L027",48,1700,2,"2A","M1-4/R7X","1","0","11","",108,0,2001,0,0,0,0,108.09,1,0,0,"0","0","Y","5",450,450,1920,2,1012650,247016,"0","6","25","0",0
"1699",15815,161,"14",27,31,NA,"E264",101,3800,4,"2D","R3A","0","0","11","C",259,0,1600,0,0,0,0,28.75,9,0,0,"0","0","N","5",52,52,1920,4,1051565,156192,"0","14","45","0",0
"1827",11396,41,"10",27,32,NA,"E331",106,3000,4,"1C","R4","0","0","10","",2080,0,1600,0,0,0,0,54.58,70.42,0,0,"0","0","Y","5",44100,44100,1920,4,1026200,184416,"0","10","45","0",0
"2044",3289,56,"07",10,15,NA,"E079",52,900,2,"2B","R5A","0","0","11","",5,0,2001,0,0,0,0,6.32,1.73,0,0,"0","0","Y","8",78,78,1920,2,1015058,255050,"0","7","21","0",0
"2047",12275,34,"12",27,28,NA,"L155",113,3532,4,"7C","R3X","0","0","11","X",2017,0,1600,0,0,0,0,20,100.83,0,0,"0","0","N","5",360,360,1920,4,1045619,185267,"0","12","44","0",0
"2252",12437,181,"12",29,27,NA,"E317",113,3532,4,"5E","R3-2","0","0","11","",650,0,1600,0,0,0,0,38,53.83,0,0,"0","0","Y","5",868,868,1920,4,1049439,191081,"0","12","44","0",0
"2532",4296,137,"05",19,42,NA,"E290",75,6300,3,"4C","R6","0","0","11","",500,0,2064,0,0,0,0,5,100,0,0,"0","0","N","5",652,652,1920,3,1013725,179545,"0","5","33","0",0
"2585",5218,40,"03",31,51,NA,"E162",122,920,5,"3D","R3A","1","0","11","",1470,0,1500,0,0,0,0,30,49,0,0,"0","0","N","5",595,595,1920,5,942201,138888,"0","3","51","0",0
"2645",5618,14,"11",26,20,NA,"L167",111,2121,4,"3D","R3-2","0","0","11","",600,0,1600,0,0,0,0,6,100,0,0,"0","0","N","8",360,360,1920,4,1044763,213303,"0","11","43","0",0
"2763",12458,368,"12",28,27,NA,"L133",113,3532,4,"6D","R3-2","0","0","11","C",450,0,1600,0,0,0,0,5,90,0,0,"0","0","N","8",300,300,1920,4,1050283,188572,"0","12","44","0",0
"2849",208,64,"02",24,26,NA,"E259",108,800,4,"3D","R4","0","0","11","",370,0,1600,0,0,0,0,13,56,0,0,"0","0","Y","3",60,60,1920,4,1005028,207493,"0","2","41","0",0
"2935",2599,91,"05",24,30,NA,"Q288",104,910,4,"1E","M3-1","0","0","11","",3652,0,1600,0,0,0,0,44,83,0,0,"0","0","Y","5",108450,108450,1920,4,1008570,201628,"0","5","41","0",0
"2993",15323,69,"14",27,32,NA,"",70,2,4," ","R3A","1","0","11","",5000,0,1600,0,0,0,0,50,100,0,0,"0","0","N","5",6421,6421,1920,4,1033674,157870,"0","83","42","1",0
"3026",15698,19,"14",27,31,NA,"E265",101,3800,4,"3E","R2","0","0","11","",1125,0,1600,0,0,0,0,25,45,0,0,"0","0","N","5",105,105,1920,4,1048331,160959,"0","14","45","1",0
"3106",15321,100,"14",26,32,NA,"",70,15,3," ","R3A","1","0","11","",3000,0,1600,0,0,0,0,30,100,0,0,"0","0","N","2",127,127,1920,4,1033264,158560,"0","3","43","1",0
"3156",1994,102,"03",13,35,NA,"E235",79,1300,3,"2B","R6B","0","0","11","",137,0,2064,0,0,0,0,3.5,39.25,0,0,"0","0","N","5",60,60,1920,3,995759,187807,"0","3","36","0",0
"3169",8991,295,"09",27,32,NA,"E294",102,2600,4,"3E","R3-1","0","0","11","X",715,0,1600,0,0,0,0,20,71.5,0,0,"0","0","Y","3",120,120,1920,4,1026200,190123,"0","9","45","0",0
"3270",9668,212,"08",28,24,NA,"E315",107,2720,4,"3E","R5D","0","0","11","",1120,0,1600,0,0,0,0,20,56,0,0,"0","0","N","5",1473,1473,1920,4,1033710,199539,"0","8","45","0",0
"3273",5590,33,"03",31,51,NA,"E167",123,800,5,"4E","R3-2","1","0","11","",5000,0,1500,0,0,0,0,50,100,0,0,"0","0","N","5",10926,10926,1920,5,937748,137510,"0","3","51","0",0
"3391",569,363,"01",31,49,NA,"L078",120,500,5,"1E","R3-1","1","0","11","",4569,0,1500,0,0,0,0,51,89.58,0,0,"0","0","N","5",3102,3102,1920,5,962444,171351,"0","1","51","0",0
"3392",7371,45,"03",31,51,NA,"L076",123,800,5,"6D","M1-1","1","0","11","X",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",68850,68850,1920,5,920428,133730,"0","3","51","0",0
"3393",8274,111,"11",26,19,NA,"E313",111,2150,4,"4E","R1-2","0","0","11","",6232,0,1600,0,0,0,0,76,82,0,0,"0","0","Y","6",2791,2791,1920,4,1060355,218843,"0","11","43","0",0
"3484",7233,20,"13",21,47,NA,"E245",60,8620,3,"1E","R5","1","0","11","",7100,0,2064,0,0,0,0,25.46,278.87,0,0,"0","0","Y","5",21051,21051,1920,3,991556,151814,"0","13","37","1",0
"3486",4633,202,"03",31,51,NA,"L082",122,920,5,"2E","R2","1","0","11","X",2875,0,1500,0,0,0,0,132,39,0,0,"0","0","Y","5",1192,1192,1920,5,943788,140799,"0","3","51","0",0
"3495",14252,1793,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","11","",1600,0,1600,0,0,0,0,20,80,0,0,"0","0","N","5",1641,1641,1920,4,1031686,176285,"0","10","45","1",0
"3499",2359,100,"02",31,50,NA,"L085",122,100,5,"2C","PARK","1","0","9","X",8844,0,1500,0,0,0,0,96,102,0,0,"0","0","Y","5",17317,17317,1920,5,943458,148243,"0","2","51","0",0
"3518",7889,82,"03",31,51,NA,"E151",123,800,5,"8D","R3X","1","0","11","",7625,0,1500,0,0,0,0,75,101.69,0,0,"0","0","N","5",9434,9434,1920,5,916982,123881,"0","3","51","0",0
"3540",4282,75,"07",25,19,NA,"L130",109,1200,4,"5E","M1-1","1","0","11","C",92200,0,1600,0,0,0,0,134,344,0,0,"0","0","Y","6",1082250,1082250,1920,4,1030698,221276,"0","7","43","1",0
"3578",6298,47,"03",31,51,NA,"E167",123,800,5,"5D","R3X","1","0","11","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",5971,5971,1920,5,931877,136281,"0","3","51","0",0
"3600",14238,1157,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","11","",2905,0,1600,0,0,0,0,15,70,0,0,"0","0","Y","5",1989,1989,1920,4,1031769,178377,"0","10","45","1",0
"3603",6529,53,"03",31,51,NA,"E164",123,800,5,"7C","R1-2","1","0","11","",9355,0,1500,0,0,0,0,62,160,0,0,"0","0","Y","5",16778,16778,1920,5,934149,129113,"0","3","51","1",0
"3606",7730,150,"03",31,51,NA,"E151",123,800,5,"8C","PARK","1","0","9","C",44700,0,1500,0,0,0,0,76,526,0,0,"0","0","Y","6",47774,47774,1920,5,921241,123962,"0","3","51","0",0
"3722",10413,18,"12",29,27,NA,"L150",113,3510,4,"2E","R2","0","0","11","",633,0,1600,0,0,0,0,46,26,0,0,"0","0","Y","3",141,141,1920,4,1047756,194774,"0","12","44","0",0
"3737",5873,1006,"08",10,11,NA,"E052",50,100,2,"3E","R3A","0","0","1","",1222,80,2001,1,1,0,0,13,95,0,10,"0","0","Y","5",757,1076,1967,2,1012609,270259,"0","8","21","0",0
"3752",10107,138,"12",28,27,NA,"E303",103,3300,4,"3C","M1-4","1","0","0","",17957,0,1600,0,0,0,0,80,210,0,0,"0","0","Y","5",254250,254250,1920,4,1039250,194003,"1","12","44","0",0
"3785",5318,38,"07",15,39,NA,"E240",72,5310,3,"1D","R5","1","0","11","C",8400,0,2064,0,0,0,0,81.67,94.42,0,0,"0","0","Y","5",21496,21496,1920,3,990599,175494,"0","7","35","0",0
"3830",4754,71,"03",31,50,NA,"E165",122,920,5,"1D","R3-1","1","0","11","",8200,0,1500,0,0,0,0,100,82,0,0,"0","0","N","5",2386,2386,1920,5,952859,141801,"0","3","51","1",0
"3855",1101,144,"03",30,22,NA,"E316",115,620,4,"1D","R6B","0","0","10","",3488,0,1600,0,0,0,0,70.6,54.56,0,0,"0","0","Y","3",88200,88200,1920,4,1017708,217648,"1","3","42","0",0
"3856",3861,42,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","",3270,0,1500,0,0,0,0,13,100,0,0,"0","0","Y","5",439,439,1920,5,959816,148371,"0","2","51","1",0
"3862",4791,87,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","X",3000,0,1500,0,0,0,0,50,60,0,0,"0","0","N","5",1789,1789,1920,5,952990,140051,"0","3","51","1",0
"3864",73,29,"03",3,1,NA,"",72,142,2," ","C2-8","1","0","7","C",147775,23240,7664,1,1,0,1,90,500,90,258,"0","0","Y","5",2812050,3696750,1900,1,984719,197030,"0","2","16","1",0
"3908",2283,49,"02",31,50,NA,"L085",122,100,5,"2C","R1-2","1","0","11","C",30000,0,1500,0,0,0,0,300,100,0,0,"0","0","N","3",2293,2293,1920,5,945579,148701,"0","2","51","1",0
"3910",8273,220,"18",19,42,NA,"",48,77,3," ","","0","0","11","C",680000,0,2064,0,0,0,0,400,850,0,0,"0","0","N","5",389250,389250,1920,3,1017232,172813,"0","10","30","1",0
"3911",6822,63,"0",25,51,NA,"",77,20,1,"","","0","0","0","X",800,0,1500,0,0,0,0,40,20,0,0,"0","0","N","5",81,81,1920,5,NA,NA,"0","1","16","0",0
"3914",7857,150,"03",31,51,NA,"",76,26,2," ","","1","0","9","C",15000,0,1500,0,0,0,0,100,250,0,0,"0","0","Y","5",43200,43200,1920,5,914139,120146,"0","95","40","1",0
"3923",2369,69,"03",9,17,NA,"L055",42,3500,2,"1B","M1-1/R7-2","1","0","11","",711,0,2001,0,0,0,0,32.33,22,0,0,"0","0","N","5",22950,22950,1920,2,1009476,240300,"0","3","22","0",0
"3964",6662,105,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",18081,0,1500,0,0,0,0,38,206,0,0,"0","0","Y","0",29160,29160,1920,5,929824,125201,"0","3","51","1",0
"4015",2599,592,"02",7,17,NA,"",34,121,2," ","","0","0","0","",5220,3703,2001,1,4,0,1,2180,40,0,0,"0","0","N","5",26550,75150,1931,2,1011147,232199,"0","26","24","1",0
"4027",4278,60,"07",25,19,NA,"L130",109,1200,4,"5E","M2-1","1","0","11","C",188400,0,1600,0,0,0,0,200,700,0,0,"0","0","Y","5",3630150,3630150,1920,4,1030289,221876,"0","7","43","1",0
"4030",616,60,"01",31,49,NA,"E160",120,500,5,"1E","R2","1","0","11","C",265000,0,1500,0,0,0,0,106,115,0,0,"0","0","Y","5",288127,288127,1920,5,959990,165176,"0","1","51","0",0
"4050",5626,193,"10",11,13,NA,"E070",45,720,2,"1C","R3A","1","0","11","",2375,0,2001,0,0,0,0,25,95,0,0,"0","0","N","5",6000,6000,1920,2,1043226,246059,"0","10","24","0",0
"4109",4301,100,"07",25,19,NA,"L130",109,1200,4,"5E","M2-1","1","0","11","X",1225,0,1600,0,0,0,0,30,30.25,0,0,"0","0","Y","5",30600,30600,1920,4,1029104,221467,"0","7","43","1",0
"4136",5900,15,"03",31,51,NA,"L087",123,800,5,"5C","M1-1","1","0","0","",43590,0,1500,0,0,0,0,25,500,0,0,"0","0","Y","5",479700,479700,1920,5,930842,144634,"0","3","51","0",0
"4143",6728,101,"03",31,51,NA,"E151",123,800,5,"7D","R3-2","1","0","0","",4000,0,1500,0,0,0,0,20,200,0,0,"0","0","Y","5",45,45,1920,5,927985,126449,"0","3","51","0",0
"4157",1290,125,"03",30,25,NA,"L154",115,1011,4,"2D","R7-1","0","0","11","C",217,0,1600,0,0,0,0,2.17,100,0,0,"0","0","Y","8",33,33,1920,4,1015716,211968,"0","3","42","0",0
"4166",1234,72,"01",31,49,NA,"E158",121,200,5,"4C","R3-2","0","0","11","",5000,0,1500,0,0,0,0,124,35,0,0,"0","0","Y","5",3880,3880,1920,5,940367,168240,"0","1","51","0",0
"4172",1815,125,"02",31,50,NA,"E154",121,100,5,"4E","M3-1","0","0","11","C",21840,0,1500,0,0,0,0,80,273,0,0,"0","0","N","5",177300,177300,1920,5,931663,162594,"0","2","51","1",0
"4173",12052,47,"12",27,28,NA,"E302",113,3612,4,"6C","R3A","0","0","11","",1010,0,1600,0,0,0,0,22.33,100.25,0,0,"0","0","Y","5",687,687,1920,4,1039689,184372,"0","12","45","0",0
"4177",12101,25,"12",27,28,NA,"E302",113,3612,4,"6C","R5D","0","0","11","",2187,0,1600,0,0,0,0,20.12,109.41,0,0,"0","0","N","3",99000,99000,1920,4,1042048,184611,"0","12","45","0",0
"4183",2096,34,"02",13,35,NA,"E226",88,1200,3,"4C","R6B","0","0","11","",75,0,2064,0,0,0,0,4,19.17,0,0,"0","0","Y","5",60,60,1920,3,990289,190488,"0","2","36","0",0
"4186",7237,64,"13",21,47,NA,"E245",60,8620,3,"1E","R5","1","0","11","",1040,0,2064,0,0,0,0,30,29,0,0,"0","0","Y","5",1192,1192,1920,3,993349,152387,"0","13","37","1",0
"4191",15510,18,"0",29,32,NA,"",67,65,3," ","R3X","0","0","10","",1550,0,1600,1,1,0,0,25,62,20,20,"0","1","N","5",2704,4022,1950,4,1055404,161173,"0","11","41","0",0
"4196",7122,167,"15",21,47,NA,"L161",61,8610,3,"5E","R5","0","0","11","",4746,0,2064,0,0,0,0,70.92,66.92,0,0,"0","0","N","5",296,296,1920,3,990980,156288,"0","15","37","0",0
"4199",14155,54,"10",27,32,NA,"L173",106,3611,4,"4D","R3-1","0","0","11","",1500,0,1600,0,0,0,0,15,100,0,0,"0","0","N","5",2686,2686,1920,4,1029342,180679,"0","10","45","1",0
"4200",7225,6,"13",21,47,NA,"L166",60,8620,3,"1C","M1-1","0","0","11","",580,0,2064,0,0,0,0,28.5,20.33,0,0,"0","0","Y","5",20700,20700,1920,3,989158,152235,"0","13","37","0",0
"4216",5487,5,"10",8,13,NA,"E072",45,3220,2,"2D","R4","0","0","11","",1600,0,2001,0,0,0,0,6.67,100,0,0,"0","0","Y","8",441,441,1920,2,1035165,240300,"0","10","26","0",0
"4220",3761,30,"09",12,18,NA,"E096",43,3010,2,"4E","R5","0","0","11","",1150,0,2001,0,0,0,0,25,46.58,0,0,"0","0","Y","5",2679,2679,1920,2,1020566,241981,"0","9","26","0",0
"4221",1466,107,"03",30,25,NA,"L154",115,1012,4,"3E","R5","0","0","11","",100,0,1600,0,0,0,0,4,25,0,0,"0","0","N","8",180,180,1920,4,1018937,213433,"0","3","42","0",0
"4222",5610,7,"11",26,20,NA,"L167",111,2121,4,"3D","R2A","0","0","11","",1861,0,1600,0,0,0,0,20,92.17,0,0,"0","0","Y","4",5373,5373,1920,4,1043325,212672,"0","11","43","0",0
"4232",585,25,"06",15,38,NA,"L101",76,4100,3,"1D","M1-1","0","0","11","",2500,0,2064,0,0,0,0,25,100,0,0,"0","0","N","5",66150,66150,1920,3,979972,186207,"0","6","38","0",0
"4235",325,149,"06",15,39,NA,"E279",76,4000,3,"2D","R6","0","1","11","",23,0,2064,0,0,0,0,4.3,5.3,0,0,"0","0","Y","8",86,86,1920,3,985345,189034,"0","6","38","0",0
"4242",2831,24,"01",14,34,NA,"L146",94,900,3,"3A","R6B","0","0","10","",572,0,2064,0,0,0,0,52.42,21,0,0,"0","0","Y","5",24300,24300,1920,3,1000025,201257,"0","1","30","0",0
"4245",3824,1,"02",31,50,NA,"L081",122,910,5,"2E","R3-1","1","0","11","",1200,0,1500,0,0,0,0,20,60,0,0,"0","0","N","5",655,655,1920,5,961058,149597,"0","2","51","1",0
"4252",2530,64,"04",9,16,NA,"L049",44,2220,2,"2A","R7-1","0","0","11","X",1512,0,2001,0,0,0,0,17.29,87.44,0,0,"0","0","N","5",945,945,1920,2,1004342,244955,"0","4","25","0",0
